try_no,round_no,attacking_team,defending_team,attacking_rank,defending_rank,attacking_conf,defending_conf,game_time,try_source,final_source,phases,time_from_source,possession_zone,offloads,passes,total_passes
710,14,Cheetahs,Sunwolves,13,17,SA1,SA1,40,Lineout,Multiphase,7,41,B,0,3,3
711,14,Cheetahs,Sunwolves,13,17,SA1,SA1,41,Kick Receipt,Kick Receipt,0,19,C,1,4,5
712,14,Cheetahs,Sunwolves,13,17,SA1,SA1,66,Lineout,Multiphase,7,88,B,4,14,18
713,14,Cheetahs,Sunwolves,13,17,SA1,SA1,71,Lineout,Lineout,1,13,A,1,0,1
714,14,Cheetahs,Sunwolves,13,17,SA1,SA1,76,Lineout,Lineout,1,21,D,2,2,4
715,14,Cheetahs,Sunwolves,13,17,SA1,SA1,82,Scrum,Scrum,0,12,C,0,3,3
716,14,Chiefs,Blues,6,9,NZ,NZ,39,Kick Receipt,Kick Receipt,1,15,B,1,3,4
717,14,Chiefs,Blues,6,9,NZ,NZ,67,Handling Error,Kick,2,30,D,1,4,5
718,14,Crusaders,Rebels,2,18,NZ,AUS,16,Kick Receipt,Kick Receipt,2,34,C,1,9,10
719,14,Crusaders,Rebels,2,18,NZ,AUS,26,Lineout,Maul,0,10,A,0,0,0
720,14,Crusaders,Rebels,2,18,NZ,AUS,30,Lineout,Lineout,3,25,B,0,8,8
721,14,Crusaders,Rebels,2,18,NZ,AUS,35,Ruck Turnover,Multiphase,5,43,B,1,13,14
722,14,Crusaders,Rebels,2,18,NZ,AUS,45,Kick Receipt,Kick Receipt,3,38,C,1,9,10
723,14,Crusaders,Rebels,2,18,NZ,AUS,61,Kick Receipt,Multiphase,4,35,B,0,8,8
724,14,Force,Reds,12,14,AUS,AUS,37,Lineout,Multiphase,7,47,B,0,4,4
725,14,Force,Reds,12,14,AUS,AUS,44,Penalty Try,Penalty Try,0,0,A,0,0,0
726,14,Force,Reds,12,14,AUS,AUS,61,Scrum,Scrum,0,16,A,1,3,4
727,14,Force,Reds,12,14,AUS,AUS,69,Lineout,Maul,0,19,A,0,0,0
728,14,Highlanders,Waratahs,7,16,NZ,AUS,15,Chargedown,Chargedown,0,1,A,0,0,0
729,14,Highlanders,Waratahs,7,16,NZ,AUS,46,Lineout,Maul,0,15,A,0,0,0
730,14,Highlanders,Waratahs,7,16,NZ,AUS,50,Tap Penalty,Kick,5,46,B,2,5,7
731,14,Highlanders,Waratahs,7,16,NZ,AUS,64,Lineout,Multiphase,5,32,A,0,8,8
732,14,Highlanders,Waratahs,7,16,NZ,AUS,72,Kick Receipt,Kick Receipt,1,18,C,1,2,3
733,14,Highlanders,Waratahs,7,16,NZ,AUS,73,Handling Error,Handling Error,1,25,D,1,6,7
734,14,Hurricanes,Bulls,5,15,NZ,SA1,1,Kick Receipt,Kick Receipt,3,44,C,0,11,11
735,14,Hurricanes,Bulls,5,15,NZ,SA1,19,Lineout,Lineout,0,11,B,0,2,2
736,14,Hurricanes,Bulls,5,15,NZ,SA1,36,Ruck Turnover,Ruck Turnover,0,18,B,0,2,2
737,14,Hurricanes,Bulls,5,15,NZ,SA1,44,Lineout,Multiphase,6,52,A,2,10,12
738,14,Hurricanes,Bulls,5,15,NZ,SA1,60,Kick Receipt,Kick Receipt,0,17,C,0,5,5
739,14,Jaguares,Brumbies,10,4,SA2,AUS,18,Handling Error,Multiphase,4,33,A,0,4,4
740,14,Jaguares,Brumbies,10,4,SA2,AUS,78,Lineout,Maul,0,23,A,0,0,0
741,14,Kings,Lions,11,1,SA2,SA2,60,Intercept,Intercept,0,4,B,0,0,0
742,14,Lions,Kings,1,11,SA2,SA2,11,Lineout,Maul,0,16,A,0,0,0
743,14,Lions,Kings,1,11,SA2,SA2,19,Lineout,Kick,2,30,B,2,6,8
744,14,Lions,Kings,1,11,SA2,SA2,41,Tackle Turnover,Tackle Turnover,1,36,C,2,3,5
745,14,Lions,Kings,1,11,SA2,SA2,42,Lineout,Maul,0,15,A,0,0,0
746,14,Lions,Kings,1,11,SA2,SA2,50,Ruck Turnover,Ruck Turnover,0,11,B,2,0,2
747,14,Lions,Kings,1,11,SA2,SA2,54,Lineout,Lineout,1,27,C,1,6,7
748,14,Lions,Kings,1,11,SA2,SA2,77,Scrum,Scrum,1,29,C,2,7,9
749,14,Lions,Kings,1,11,SA2,SA2,81,Tackle Turnover,Tackle Turnover,0,22,D,1,4,5
750,14,Rebels,Crusaders,18,2,AUS,NZ,33,Lineout,Lineout,0,8,A,0,1,1
751,14,Rebels,Crusaders,18,2,AUS,NZ,41,Handling Error,Multiphase,7,38,B,1,3,4
752,14,Rebels,Crusaders,18,2,AUS,NZ,58,Intercept,Intercept,1,28,D,2,4,6
753,14,Reds,Force,14,12,AUS,AUS,5,Lineout,Multiphase,4,30,A,0,2,2
754,14,Reds,Force,14,12,AUS,AUS,41,Kick Receipt,Kick Receipt,0,11,C,0,2,2
755,14,Reds,Force,14,12,AUS,AUS,50,Lineout,Maul,0,9,A,0,0,0
756,14,Reds,Force,14,12,AUS,AUS,58,Lineout,Maul,0,13,A,0,0,0
757,14,Sharks,Stormers,8,3,SA2,SA1,9,Chargedown,Multiphase,13,106,C,3,11,14
758,14,Sharks,Stormers,8,3,SA2,SA1,36,Tap Penalty,Tap Penalty,2,10,A,0,0,0
759,14,Sharks,Stormers,8,3,SA2,SA1,62,Lineout,Lineout,0,9,B,0,1,1
760,14,Stormers,Sharks,3,8,SA1,SA2,56,Tap Penalty,Tap Penalty,1,7,A,0,0,0
761,14,Sunwolves,Cheetahs,17,13,SA1,SA1,47,Scrum,Multiphase,5,50,A,1,6,7
762,14,Waratahs,Highlanders,16,7,AUS,NZ,18,Kick Receipt,Multiphase,7,52,C,0,12,12
763,14,Waratahs,Highlanders,16,7,AUS,NZ,39,Scrum,Scrum,0,12,A,0,2,2
764,14,Waratahs,Highlanders,16,7,AUS,NZ,70,Lineout,Multiphase,4,22,B,0,3,3
765,14,Waratahs,Highlanders,16,7,AUS,NZ,77,Tap Penalty,Tap Penalty,0,6,B,0,0,0
766,15,Blues,Reds,9,14,NZ,AUS,3,Scrum,Scrum,3,33,A,1,8,9
767,15,Blues,Reds,9,14,NZ,AUS,7,Kick Receipt,Kick Receipt,1,20,C,1,5,6
768,15,Blues,Reds,9,14,NZ,AUS,29,Lineout,Maul,0,7,A,0,0,0
769,15,Blues,Reds,9,14,NZ,AUS,61,Kick Receipt,Kick Receipt,1,28,C,2,8,10
770,15,Blues,Reds,9,14,NZ,AUS,74,Handling Error,Multiphase,6,44,C,1,7,8
771,15,Brumbies,Rebels,4,18,AUS,AUS,32,Tap Penalty,Tap Penalty,1,14,A,0,2,2
772,15,Brumbies,Rebels,4,18,AUS,AUS,43,Scrum,Scrum,0,14,A,0,1,1
773,15,Brumbies,Rebels,4,18,AUS,AUS,58,Lineout,Maul,1,16,B,0,1,1
774,15,Brumbies,Rebels,4,18,AUS,AUS,79,Handling Error,Handling Error,0,6,B,1,0,1
775,15,Bulls,Sharks,15,8,SA1,SA2,7,Lineout,Lineout,0,3,A,0,0,0
776,15,Bulls,Sharks,15,8,SA1,SA2,20,Tackle Turnover,Tackle Turnover,0,13,C,0,2,2
777,15,Bulls,Sharks,15,8,SA1,SA2,25,Kick Receipt,Kick Receipt,2,23,C,0,5,5
778,15,Bulls,Sharks,15,8,SA1,SA2,56,Kick Receipt,Kick Receipt,2,30,C,1,6,7
779,15,Cheetahs,Stormers,13,3,SA1,SA1,7,Scrum,Scrum,1,20,A,0,2,2
780,15,Cheetahs,Stormers,13,3,SA1,SA1,38,Lineout,Maul,0,8,A,0,0,0
781,15,Cheetahs,Stormers,13,3,SA1,SA1,55,Lineout,Maul,2,17,A,0,1,1
782,15,Cheetahs,Stormers,13,3,SA1,SA1,60,Tap Penalty,Tap Penalty,2,23,C,1,4,5
783,15,Chiefs,Waratahs,6,16,NZ,AUS,14,Scrum,Scrum,2,50,A,5,7,12
784,15,Chiefs,Waratahs,6,16,NZ,AUS,31,Handling Error,Kick,1,14,C,0,1,1
785,15,Chiefs,Waratahs,6,16,NZ,AUS,41,Lineout,Lineout,0,7,B,2,1,3
786,15,Chiefs,Waratahs,6,16,NZ,AUS,43,Kick Receipt,Maul,0,25,C,2,2,4
787,15,Chiefs,Waratahs,6,16,NZ,AUS,59,Lineout,Lineout,1,18,B,2,1,3
788,15,Chiefs,Waratahs,6,16,NZ,AUS,78,Lineout,Multiphase,5,42,A,4,6,10
789,15,Crusaders,Highlanders,2,7,NZ,NZ,1,Lineout,Multiphase,11,103,A,1,18,19
790,15,Crusaders,Highlanders,2,7,NZ,NZ,14,Lineout,Lineout,0,14,B,1,3,4
791,15,Crusaders,Highlanders,2,7,NZ,NZ,38,Ruck Turnover,Ruck Turnover,2,23,C,0,6,6
792,15,Force,Hurricanes,12,5,AUS,NZ,44,Lineout,Kick,1,18,B,0,1,1
793,15,Force,Hurricanes,12,5,AUS,NZ,81,Lineout,Maul,0,13,A,0,0,0
794,15,Highlanders,Crusaders,7,2,NZ,NZ,30,Scrum,Scrum,0,15,A,0,3,3
795,15,Highlanders,Crusaders,7,2,NZ,NZ,46,Tackle Turnover,Kick,0,8,B,0,1,1
796,15,Highlanders,Crusaders,7,2,NZ,NZ,50,Intercept,Intercept,0,9,C,0,0,0
797,15,Hurricanes,Force,5,12,NZ,AUS,2,Kick Receipt,Kick Receipt,1,15,C,0,2,2
798,15,Hurricanes,Force,5,12,NZ,AUS,36,Lineout,Multiphase,4,50,A,0,2,2
799,15,Hurricanes,Force,5,12,NZ,AUS,55,Lineout,Lineout,0,5,A,0,1,1
800,15,Hurricanes,Force,5,12,NZ,AUS,67,Lineout,Kick,3,51,C,2,7,9
801,15,Hurricanes,Force,5,12,NZ,AUS,69,Handling Error,Kick,0,2,A,0,0,0
802,15,Hurricanes,Force,5,12,NZ,AUS,71,Kick Receipt,Kick Receipt,1,18,C,1,3,4
803,15,Jaguares,Kings,10,11,SA2,SA2,16,Scrum,Scrum,1,28,A,2,4,6
804,15,Jaguares,Kings,10,11,SA2,SA2,30,Scrum,Kick,0,17,B,0,4,4
805,15,Jaguares,Kings,10,11,SA2,SA2,37,Lineout,Maul,3,24,A,0,1,1
806,15,Jaguares,Kings,10,11,SA2,SA2,41,Kick Receipt,Kick,4,45,C,2,8,10
807,15,Jaguares,Kings,10,11,SA2,SA2,74,Lineout,Kick,0,21,A,0,1,1
808,15,Kings,Jaguares,11,10,SA2,SA2,22,Lineout,Maul,1,17,A,0,1,1
809,15,Kings,Jaguares,11,10,SA2,SA2,27,Scrum,Scrum,1,15,A,1,4,5
810,15,Kings,Jaguares,11,10,SA2,SA2,58,Kick Receipt,Kick Receipt,1,20,C,2,5,7
811,15,Kings,Jaguares,11,10,SA2,SA2,70,Scrum,Scrum,3,43,B,0,2,2
812,15,Lions,Sunwolves,1,17,SA2,SA1,6,Scrum,Scrum,0,8,A,0,0,0
813,15,Lions,Sunwolves,1,17,SA2,SA1,10,Scrum,Scrum,0,16,B,1,1,2
814,15,Lions,Sunwolves,1,17,SA2,SA1,19,Scrum,Scrum,2,34,C,0,9,9
815,15,Lions,Sunwolves,1,17,SA2,SA1,27,Kick Receipt,Kick Receipt,2,25,C,1,3,4
816,15,Lions,Sunwolves,1,17,SA2,SA1,38,Lineout,Multiphase,11,74,B,1,11,12
817,15,Lions,Sunwolves,1,17,SA2,SA1,45,Lineout,Maul,0,17,A,0,0,0
818,15,Lions,Sunwolves,1,17,SA2,SA1,51,Kick Receipt,Kick Receipt,2,34,B,3,5,8
819,15,Lions,Sunwolves,1,17,SA2,SA1,53,Kick Receipt,Multiphase,4,45,C,2,9,11
820,15,Lions,Sunwolves,1,17,SA2,SA1,58,Kick Receipt,Kick Receipt,3,34,C,0,5,5
821,15,Lions,Sunwolves,1,17,SA2,SA1,65,Lineout,Lineout,0,17,C,0,2,2
822,15,Lions,Sunwolves,1,17,SA2,SA1,71,Tap Penalty,Tap Penalty,1,13,B,0,2,2
823,15,Lions,Sunwolves,1,17,SA2,SA1,73,Kick Receipt,Kick Receipt,1,20,D,0,2,2
824,15,Lions,Sunwolves,1,17,SA2,SA1,77,Tackle Turnover,Tackle Turnover,2,38,D,1,5,6
825,15,Lions,Sunwolves,1,17,SA2,SA1,81,Intercept,Intercept,0,7,B,0,0,0
826,15,Reds,Blues,14,9,AUS,NZ,14,Scrum,Multiphase,6,55,A,0,5,5
827,15,Reds,Blues,14,9,AUS,NZ,32,Lineout,Maul,0,16,A,0,0,0
828,15,Reds,Blues,14,9,AUS,NZ,52,Scrum,Scrum,1,15,A,0,3,3
829,15,Reds,Blues,14,9,AUS,NZ,64,Chargedown,Chargedown,2,17,A,0,0,0
830,15,Sharks,Bulls,8,15,SA2,SA1,16,Lineout,Multiphase,8,69,B,5,9,14
831,15,Sharks,Bulls,8,15,SA2,SA1,53,Lineout,Lineout,1,20,B,0,4,4
832,15,Stormers,Cheetahs,3,13,SA1,SA1,2,Kick Receipt,Kick Receipt,2,32,C,1,6,7
833,15,Stormers,Cheetahs,3,13,SA1,SA1,20,Lineout,Lineout,1,31,B,0,7,7
834,15,Stormers,Cheetahs,3,13,SA1,SA1,27,Lineout,Multiphase,5,58,A,1,10,11
835,15,Stormers,Cheetahs,3,13,SA1,SA1,31,Intercept,Intercept,0,5,A,0,0,0
836,15,Stormers,Cheetahs,3,13,SA1,SA1,51,Kick Receipt,Kick Receipt,3,46,B,1,11,12
837,15,Stormers,Cheetahs,3,13,SA1,SA1,73,Lineout,Maul,0,10,A,1,0,1
838,15,Sunwolves,Lions,17,1,SA1,SA2,61,Lineout,Multiphase,7,78,C,8,10,18
839,15,Waratahs,Chiefs,16,6,AUS,NZ,50,Intercept,Intercept,0,7,B,0,0,0
840,15,Waratahs,Chiefs,16,6,AUS,NZ,56,Lineout,Maul,0,20,A,0,0,0
841,15,Waratahs,Chiefs,16,6,AUS,NZ,72,Scrum,Scrum,0,8,A,0,2,2
842,15,Waratahs,Chiefs,16,6,AUS,NZ,74,Kick Receipt,Kick Receipt,2,34,D,2,5,7
843,16,Brumbies,Reds,4,14,AUS,AUS,50,Lineout,Maul,0,17,A,0,0,0
844,16,Brumbies,Reds,4,14,AUS,AUS,55,Tackle Turnover,Tackle Turnover,0,1,A,0,0,0
845,16,Bulls,Kings,15,11,SA1,SA2,40,Ruck Turnover,Multiphase,5,69,C,6,12,18
846,16,Bulls,Kings,15,11,SA1,SA2,43,Scrum,Scrum,0,16,C,0,2,2
847,16,Bulls,Kings,15,11,SA1,SA2,76,Kick Receipt,Multiphase,5,58,C,2,13,15
848,16,Chiefs,Hurricanes,6,5,NZ,NZ,23,Kick Receipt,Kick Receipt,0,12,B,1,3,4
849,16,Chiefs,Hurricanes,6,5,NZ,NZ,63,Scrum,Scrum,0,14,C,0,2,2
850,16,Force,Rebels,12,18,AUS,AUS,7,Lineout,Lineout,0,9,B,0,2,2
851,16,Force,Rebels,12,18,AUS,AUS,34,Scrum,Scrum,3,38,A,0,3,3
852,16,Force,Rebels,12,18,AUS,AUS,48,Lineout,Multiphase,14,97,B,0,18,18
853,16,Force,Rebels,12,18,AUS,AUS,51,Kick Receipt,Multiphase,10,82,C,5,15,20
854,16,Hurricanes,Chiefs,5,6,NZ,NZ,5,Scrum,Multiphase,5,50,A,0,12,12
855,16,Hurricanes,Chiefs,5,6,NZ,NZ,77,Lineout,Lineout,1,13,A,0,5,5
856,16,Jaguares,Waratahs,10,16,SA2,AUS,5,Scrum,Scrum,2,31,C,3,5,8
857,16,Jaguares,Waratahs,10,16,SA2,AUS,12,Lineout,Lineout,1,23,C,0,4,4
858,16,Jaguares,Waratahs,10,16,SA2,AUS,32,Lineout,Maul,3,18,A,0,1,1
859,16,Jaguares,Waratahs,10,16,SA2,AUS,55,Lineout,Maul,0,13,A,0,0,0
860,16,Jaguares,Waratahs,10,16,SA2,AUS,67,Kick Receipt,Kick,2,28,C,1,2,3
861,16,Kings,Bulls,11,15,SA2,SA1,10,Lineout,Multiphase,8,74,B,1,16,17
862,16,Kings,Bulls,11,15,SA2,SA1,24,Lineout,Multiphase,6,56,A,0,10,10
863,16,Kings,Bulls,11,15,SA2,SA1,33,Kick Receipt,Kick,3,36,C,1,5,6
864,16,Rebels,Force,18,12,AUS,AUS,22,Ruck Turnover,Ruck Turnover,1,23,C,0,4,4
865,16,Rebels,Force,18,12,AUS,AUS,40,Scrum,Scrum,2,41,C,2,7,9
866,16,Rebels,Force,18,12,AUS,AUS,58,Tap Penalty,Tap Penalty,1,10,A,0,4,4
867,16,Reds,Brumbies,14,4,AUS,AUS,71,Scrum,Multiphase,4,51,C,1,12,13
868,16,Stormers,Sunwolves,3,17,SA1,SA1,8,Kick Receipt,Kick Receipt,0,8,B,0,0,0
869,16,Stormers,Sunwolves,3,17,SA1,SA1,14,Scrum,Multiphase,7,72,A,0,4,4
870,16,Stormers,Sunwolves,3,17,SA1,SA1,39,Kick Receipt,Kick,0,12,B,0,0,0
871,16,Stormers,Sunwolves,3,17,SA1,SA1,46,Kick Receipt,Kick Receipt,0,14,C,0,1,1
872,16,Stormers,Sunwolves,3,17,SA1,SA1,57,Kick Receipt,Multiphase,6,61,B,1,13,14
873,16,Stormers,Sunwolves,3,17,SA1,SA1,67,Ruck Turnover,Multiphase,7,62,C,1,15,16
874,16,Stormers,Sunwolves,3,17,SA1,SA1,75,Handling Error,Kick,0,9,B,0,0,0
875,16,Stormers,Sunwolves,3,17,SA1,SA1,81,Ruck Turnover,Ruck Turnover,1,29,C,1,7,8
876,16,Sunwolves,Stormers,17,3,SA1,SA1,19,Tackle Turnover,Multiphase,4,43,B,2,12,14
877,16,Sunwolves,Stormers,17,3,SA1,SA1,48,Lineout,Multiphase,8,59,A,1,9,10
878,16,Waratahs,Jaguares,16,10,AUS,SA2,36,Lineout,Kick,1,25,A,0,1,1
879,16,Waratahs,Jaguares,16,10,AUS,SA2,41,Kick Receipt,Multiphase,5,47,B,2,9,11
880,16,Waratahs,Jaguares,16,10,AUS,SA2,45,Lineout,Multiphase,5,31,A,0,4,4
881,17,Blues,Sunwolves,9,17,NZ,SA1,7,Kick Receipt,Multiphase,14,130,C,1,24,25
882,17,Blues,Sunwolves,9,17,NZ,SA1,12,Handling Error,Handling Error,1,30,C,5,4,9
883,17,Blues,Sunwolves,9,17,NZ,SA1,26,Intercept,Intercept,0,10,C,0,0,0
884,17,Brumbies,Chiefs,4,6,AUS,NZ,25,Lineout,Lineout,0,10,B,0,3,3
885,17,Bulls,Stormers,15,3,SA1,SA1,7,Kick Receipt,Kick Receipt,2,35,D,4,2,6
886,17,Bulls,Stormers,15,3,SA1,SA1,17,Tackle Turnover,Tackle Turnover,3,43,C,0,8,8
887,17,Bulls,Stormers,15,3,SA1,SA1,29,Lineout,Maul,0,10,B,1,2,3
888,17,Bulls,Stormers,15,3,SA1,SA1,64,Kick Receipt,Multiphase,8,88,B,2,17,19
889,17,Bulls,Stormers,15,3,SA1,SA1,69,Handling Error,Handling Error,0,7,C,0,0,0
890,17,Cheetahs,Kings,13,11,SA1,SA2,67,Scrum,Scrum,2,36,A,0,5,5
891,17,Cheetahs,Kings,13,11,SA1,SA2,69,Kick Receipt,Kick,3,41,D,1,7,8
892,17,Chiefs,Brumbies,6,4,NZ,AUS,19,Lineout,Lineout,1,16,B,0,4,4
893,17,Chiefs,Brumbies,6,4,NZ,AUS,42,Lineout,Lineout,3,28,A,0,7,7
894,17,Chiefs,Brumbies,6,4,NZ,AUS,70,Kick Receipt,Multiphase,7,62,C,4,12,16
895,17,Crusaders,Hurricanes,2,5,NZ,NZ,2,Lineout,Lineout,3,36,B,2,4,6
896,17,Crusaders,Hurricanes,2,5,NZ,NZ,13,Scrum,Multiphase,10,73,B,1,12,13
897,17,Crusaders,Hurricanes,2,5,NZ,NZ,55,Scrum,Scrum,0,4,A,0,1,1
898,17,Force,Waratahs,12,16,AUS,AUS,1,Ruck Turnover,Ruck Turnover,2,21,C,1,4,5
899,17,Force,Waratahs,12,16,AUS,AUS,12,Lineout,Maul,0,17,A,0,0,0
900,17,Force,Waratahs,12,16,AUS,AUS,35,Scrum,Kick,0,15,B,0,1,1
901,17,Force,Waratahs,12,16,AUS,AUS,39,Ruck Turnover,Ruck Turnover,0,11,D,0,1,1
902,17,Force,Waratahs,12,16,AUS,AUS,44,Tackle Turnover,Tackle Turnover,0,0,A,0,0,0
903,17,Highlanders,Reds,7,14,NZ,AUS,2,Lineout,Lineout,1,28,C,2,5,7
904,17,Highlanders,Reds,7,14,NZ,AUS,8,Lineout,Lineout,2,36,C,0,12,12
905,17,Highlanders,Reds,7,14,NZ,AUS,33,Scrum,Scrum,0,4,A,0,0,0
906,17,Highlanders,Reds,7,14,NZ,AUS,42,Chargedown,Chargedown,1,15,A,0,3,3
907,17,Highlanders,Reds,7,14,NZ,AUS,48,Scrum,Scrum,0,14,A,0,0,0
908,17,Highlanders,Reds,7,14,NZ,AUS,64,Scrum,Scrum,2,25,A,0,4,4
909,17,Hurricanes,Crusaders,5,2,NZ,NZ,30,Lineout,Multiphase,9,68,B,0,7,7
910,17,Hurricanes,Crusaders,5,2,NZ,NZ,44,Lineout,Kick,7,50,A,0,4,4
911,17,Hurricanes,Crusaders,5,2,NZ,NZ,59,Scrum,Scrum,0,6,A,0,1,1
912,17,Hurricanes,Crusaders,5,2,NZ,NZ,64,Lineout,Lineout,3,31,A,2,5,7
913,17,Jaguares,Rebels,10,18,SA2,AUS,33,Scrum,Scrum,0,12,A,0,2,2
914,17,Jaguares,Rebels,10,18,SA2,AUS,58,Intercept,Intercept,0,9,B,1,0,1
915,17,Jaguares,Rebels,10,18,SA2,AUS,64,Scrum,Scrum,3,31,A,0,5,5
916,17,Jaguares,Rebels,10,18,SA2,AUS,70,Kick Receipt,Multiphase,4,49,C,0,8,8
917,17,Kings,Cheetahs,11,13,SA2,SA1,19,Scrum,Scrum,0,14,A,0,1,1
918,17,Kings,Cheetahs,11,13,SA2,SA1,35,Lineout,Maul,1,17,A,1,1,2
919,17,Kings,Cheetahs,11,13,SA2,SA1,43,Tackle Turnover,Tackle Turnover,2,36,D,3,4,7
920,17,Lions,Sharks,1,8,SA2,SA2,20,Lineout,Maul,0,14,A,0,0,0
921,17,Lions,Sharks,1,8,SA2,SA2,40,Scrum,Scrum,3,49,C,4,15,19
922,17,Lions,Sharks,1,8,SA2,SA2,63,Kick Receipt,Multiphase,4,47,C,1,8,9
923,17,Rebels,Jaguares,18,10,AUS,SA2,24,Scrum,Scrum,0,13,C,0,4,4
924,17,Rebels,Jaguares,18,10,AUS,SA2,80,Lineout,Multiphase,5,59,B,6,9,15
925,17,Reds,Highlanders,14,7,AUS,NZ,38,Tap Penalty,Tap Penalty,3,17,A,1,3,4
926,17,Reds,Highlanders,14,7,AUS,NZ,53,Lineout,Maul,0,19,A,0,0,0
927,17,Reds,Highlanders,14,7,AUS,NZ,67,Handling Error,Handling Error,3,37,B,2,8,10
928,17,Sharks,Lions,8,1,SA2,SA2,37,Kick Receipt,Kick Receipt,0,5,B,0,0,0
929,17,Stormers,Bulls,3,15,SA1,SA1,9,Handling Error,Multiphase,4,47,B,0,6,6
930,17,Stormers,Bulls,3,15,SA1,SA1,13,Scrum,Multiphase,10,92,C,1,12,13
931,17,Stormers,Bulls,3,15,SA1,SA1,34,Handling Error,Handling Error,1,14,A,1,3,4
932,17,Stormers,Bulls,3,15,SA1,SA1,54,Scrum,Scrum,1,22,B,1,2,3
933,17,Stormers,Bulls,3,15,SA1,SA1,61,Kick Receipt,Kick Receipt,0,14,C,1,2,3
934,17,Stormers,Bulls,3,15,SA1,SA1,79,Tackle Turnover,Kick,0,10,C,1,0,1
935,17,Sunwolves,Blues,17,9,SA1,NZ,16,Tap Penalty,Multiphase,4,32,A,0,5,5
936,17,Sunwolves,Blues,17,9,SA1,NZ,39,Lineout,Lineout,2,27,B,1,5,6
937,17,Sunwolves,Blues,17,9,SA1,NZ,54,Tackle Turnover,Kick,1,15,B,0,2,2
938,17,Sunwolves,Blues,17,9,SA1,NZ,58,Lineout,Maul,0,22,A,0,0,0
939,17,Sunwolves,Blues,17,9,SA1,NZ,64,Lineout,Multiphase,4,27,A,0,4,4
940,17,Sunwolves,Blues,17,9,SA1,NZ,69,Handling Error,Kick,0,7,B,0,1,1
941,17,Sunwolves,Blues,17,9,SA1,NZ,76,Chargedown,Chargedown,0,1,A,0,0,0
942,17,Sunwolves,Blues,17,9,SA1,NZ,79,Ruck Turnover,Kick,2,22,B,0,3,3
943,17,Waratahs,Force,16,12,AUS,AUS,75,Lineout,Maul,0,4,A,0,1,1